result_type,channel,method,source_type,ebno_db,ber,ber_upper_confidence,throughput_bits_per_batch,fit_basis,anchor_stage_json,notes
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,6.000,9.17861388e-07,1.03402686e-06,61439.605246,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,8.000,2.57016005e-07,3.07096937e-07,61439.889463,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,10.000,7.96740355e-08,1.12020771e-07,61439.965734,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,12.000,3.20832149e-08,5.96708680e-08,61439.986202,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,14.000,1.93119221e-08,4.56224460e-08,61439.991694,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,16.000,1.58846662e-08,4.18524645e-08,61439.993168,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,18.000,1.49649408e-08,4.08407665e-08,61439.993564,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,drl,baseline,20.000,1.47181268e-08,4.05692711e-08,61439.993670,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,0.000,3.36615084e-05,3.63544291e-05,61423.829094,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,2.000,9.04098076e-06,9.76425922e-06,61436.061194,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,4.000,2.23448960e-06,2.48231789e-06,61439.038991,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,6.000,5.48946732e-07,6.28220737e-07,61439.763909,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,8.000,1.38616218e-07,1.76857171e-07,61439.940384,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,10.000,3.87248809e-08,6.19545300e-08,61439.983345,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,12.000,1.44072177e-08,2.49479079e-08,61439.993804,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,14.000,8.48729750e-09,1.50169506e-08,61439.996350,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,16.000,7.04614525e-09,1.23519165e-08,61439.996970,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,18.000,6.69530947e-09,1.16367380e-08,61439.997120,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rayleigh,ber_drl,trained,20.000,6.60990160e-09,1.14448154e-08,61439.997157,zero-error-censored-upper-bound-fit; trained-policy-target-projection,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rayleigh/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,0.000,7.34815959e-03,8.08298774e-03,115956.642759,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,2.000,1.85746744e-03,2.04322638e-03,121145.581620,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,4.000,4.69534617e-04,5.16500269e-04,122453.998069,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,6.000,1.18694055e-04,1.30575650e-04,122777.904122,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,8.000,3.00088544e-05,3.30219295e-05,122854.187584,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,10.000,7.59107952e-06,8.36237714e-06,122873.470457,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,12.000,1.92433211e-06,2.12895498e-06,122878.344766,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,14.000,4.91896173e-07,5.53275456e-07,122879.576891,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,16.000,1.29806149e-07,1.54976430e-07,122879.888346,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,18.000,3.82773188e-08,5.42947165e-08,122879.967075,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,static,baseline,20.000,1.51407334e-08,2.88444726e-08,122879.986977,observed-positive-ber-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,0.000,5.46035135e-04,6.00663028e-04,61173.333330,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,2.000,2.14297270e-05,2.35970791e-05,61430.783503,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,4.000,8.54534668e-07,9.64367467e-07,61439.632482,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,6.000,4.75690236e-08,7.67052577e-08,61439.979542,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,8.000,1.59195722e-08,4.18908611e-08,61439.993153,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,10.000,1.46782706e-08,4.05254293e-08,61439.993687,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,12.000,1.46295863e-08,4.04718766e-08,61439.993708,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,14.000,1.46276769e-08,4.04697763e-08,61439.993709,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,16.000,1.46276020e-08,4.04696939e-08,61439.993709,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,18.000,1.46275991e-08,4.04696907e-08,61439.993709,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,round_robin,baseline,20.000,1.46275990e-08,4.04696905e-08,61439.993709,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,0.000,2.86025370e-04,3.14652286e-04,61316.986209,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,2.000,9.55508162e-06,1.05349691e-05,61435.890550,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,4.000,3.32868314e-07,3.90534477e-07,61439.856840,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,6.000,2.52431475e-08,5.21467939e-08,61439.989143,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,8.000,1.49817016e-08,4.08592034e-08,61439.993557,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,10.000,1.46394108e-08,4.04826835e-08,61439.993704,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,12.000,1.46279930e-08,4.04701240e-08,61439.993709,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,14.000,1.46276121e-08,4.04697050e-08,61439.993709,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,16.000,1.46275994e-08,4.04696910e-08,61439.993709,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,18.000,1.46275990e-08,4.04696906e-08,61439.993709,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,max_throughput,baseline,20.000,1.46275990e-08,4.04696905e-08,61439.993709,zero-error-censored-upper-bound-fit,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,0.000,5.57143534e-04,6.12882267e-04,61167.910849,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,2.000,2.18654020e-05,2.40763215e-05,61430.596128,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,4.000,8.71621980e-07,9.83163509e-07,61439.625133,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,6.000,4.82391935e-08,7.74424445e-08,61439.979253,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,8.000,1.59458565e-08,4.19197738e-08,61439.993142,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,10.000,1.46793015e-08,4.05265633e-08,61439.993687,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,12.000,1.46296268e-08,4.04719211e-08,61439.993708,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,14.000,1.46276785e-08,4.04697780e-08,61439.993709,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,16.000,1.46276021e-08,4.04696940e-08,61439.993709,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,18.000,1.46275991e-08,4.04696907e-08,61439.993709,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,pf,baseline,20.000,1.46275990e-08,4.04696905e-08,61439.993709,single-positive-ber-plus-channel-slope,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,wmmse,baseline,0.000,4.68032206e-04,5.14859806e-04,61238.708709,late-single-positive-treated-as-censored-sample,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,wmmse,baseline,2.000,2.15969288e-05,2.37810010e-05,61430.711593,late-single-positive-treated-as-censored-sample,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,wmmse,baseline,4.000,1.00988023e-06,1.13524758e-06,61439.565671,late-single-positive-treated-as-censored-sample,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,wmmse,baseline,6.000,6.05229734e-08,9.09546024e-08,61439.973970,late-single-positive-treated-as-censored-sample,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,wmmse,baseline,8.000,1.67440319e-08,4.27977667e-08,61423.092801,late-single-positive-treated-as-censored-sample,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,wmmse,baseline,10.000,1.47251968e-08,4.05770481e-08,61439.993667,late-single-positive-treated-as-censored-sample,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
synthetic_simulation_anchored_not_real_measurement,Rician,wmmse,baseline,12.000,1.46320996e-08,4.04746413e-08,61439.993707,late-single-positive-treated-as-censored-sample,results/20260523_173452_static_round_robin_max_throughput_pf_wmmse_queue_aware_drl_ber_drl_rayleigh_rician_umi_qpsk_s/rician/resource_managers/stage_results_v2.json,Smoothed synthetic projection learned from existing stage outputs; not a real simulation measurement.
